Top,Jungle,Mid,ADC,Support
0.011705912,0.0030975996,0.83777636,0.0003372105,0.007922111
0.47770527,0.28854015,0.46076617,0.8126819,0.9896397
0.9350463,0.8976784,0.9909866,0.24731131,0.97496784
0.004059991,5.003014e-07,1.1225353e-05,9.318867e-05,8.7394095e-05
0.9998583,0.99986255,0.99449104,0.9997529,0.99987376
0.9856352,0.962296,0.8446847,0.9996491,0.9685837
0.004235085,0.0005087531,0.0023285367,1.9358313e-05,0.0008255946
0.4746529,0.21799794,0.3222466,0.04547104,0.001557075
0.7147452,0.047099557,0.9243415,0.9783541,0.8081961
0.12765709,0.890552,0.07106432,0.14244166,0.13421561
1.0,0.4953934,0.48915896,0.35624605,0.5263707
0.9153957,0.9115008,0.3409659,0.9746724,0.99192834
0.0018120765,0.06302002,0.0021352414,1.2003866e-05,0.012273235
0.99992806,0.935648,0.99779373,0.9790795,0.9962047
0.025610305,0.023008766,0.2450584,0.20207235,0.0022500814
0.99999005,0.91340286,0.9132358,0.86284775,0.9991807
0.0031070244,0.0028956726,0.002108221,0.00084551924,0.0005046947
0.0016918709,0.0001461215,6.844251e-05,0.0002630843,0.029956963
0.9999806,0.94445807,0.98788583,0.9993706,0.99903953
0.65824276,0.93742335,0.98427224,0.9999277,0.99995124
0.022166405,0.49339864,0.00076932815,1.4727671e-05,0.005732154
0.9988389,0.979294,0.99469215,0.9996663,0.9066742
0.0017075853,9.3293405e-05,0.0008015534,7.874328e-06,0.19406615
0.08469519,0.12269394,0.48882967,0.9448667,0.06329739
0.44237477,0.3600395,0.948693,0.8551699,0.83504295
0.6521174,0.37577674,0.8488254,0.08189738,0.9524916
0.87295014,0.8619116,0.56783813,0.49845016,0.6047907
0.9999567,0.56506985,0.82357657,0.9987475,0.67993647
0.28375894,0.02099651,0.11800962,0.28499377,0.13129917
0.9870119,0.99776495,0.98401237,0.99951017,0.9949493
0.0006605853,2.6704673e-05,0.010978765,6.1981245e-06,0.005217024
0.99687415,0.99980694,0.99758375,0.99922323,0.9635639
0.002788576,0.000952803,4.405232e-05,0.00060576183,0.0032167104
0.22552295,0.7913833,0.25891885,0.095062636,0.1397992
0.9913181,0.2359638,0.87214166,0.98280245,0.855585
0.99989176,0.99991226,0.94713,0.99695075,0.968651
0.089845866,0.008298593,0.0011124708,0.007107881,0.005173907
0.8831119,0.9667389,0.8931394,0.79149884,0.9919937
0.11454733,0.00067522866,0.0018605067,0.0005451296,0.20154878
0.20062141,0.015096041,0.77935195,0.015557299,0.081927195
0.9999999,0.99455684,0.99980813,0.8988759,0.9755821
0.22487077,0.07069362,0.08459033,0.00910549,0.18607819
0.5454861,0.68335307,0.9444595,0.79780513,0.9568438
0.9952432,0.9290128,0.99997866,0.96288484,0.9949433
0.012909429,0.0031132426,0.14025922,3.9036586e-05,0.14835365
0.8856162,0.9764917,0.8635644,0.94103396,0.9979617
0.011702082,0.008574883,0.011324698,0.000104607694,0.003981485
0.10344382,0.0010335658,0.016141525,0.0007195676,0.06981491
0.99986774,0.9999797,0.9875152,0.24359512,0.97520715
0.09921937,0.9814527,0.9890832,0.9153394,0.9477849
0.009537735,0.0016494837,0.026342498,0.0020895705,0.0067496942
0.00011211291,0.009657493,0.00018965358,0.0003506702,0.019764807
0.838673,0.98335,0.9960411,0.98684573,0.930979
0.56970346,0.92351305,0.9013539,0.80289406,0.9950151
0.31595424,0.0348742,0.011205344,0.16185364,0.5882491
0.0015828499,4.8312186e-06,0.0002681416,1.8079214e-05,0.0015416457
0.9996105,0.7596342,0.99954206,0.9989965,0.9938472
0.999813,0.99992037,0.995219,0.9528079,0.9994576
0.0013149412,0.0012030597,0.0006557167,4.0698345e-05,0.0013096455
0.8743599,0.99719733,0.98973477,0.83673114,0.9831375
0.025351316,0.005373389,0.0020080635,0.0014719919,0.04261974
0.9999986,0.9964279,0.94586164,0.929546,0.99943525
0.003981485,0.003361038,0.0035380626,9.402899e-05,0.009512786
0.11363904,0.123126745,0.7403596,0.094235666,0.44381282
0.99999994,0.95697784,0.946922,0.25898132,0.95772004
0.0012908508,0.036235746,3.8306738e-05,0.00036056837,0.008236831
0.9999994,0.9999109,0.9749804,0.99867004,0.9992366
0.906327,0.9593812,0.995071,0.9978168,0.6885979
0.020132491,0.13532722,0.034684412,0.011991346,0.029329745
0.18508574,0.0040038344,0.0040127872,0.0030175694,0.06600445
0.9455788,0.9844671,0.9806834,0.6711526,0.66864145
0.0075760395,0.0005291926,0.012163862,4.6454592e-05,0.014800433
0.9997914,0.98257995,0.67854345,0.99247634,0.9990945
0.96179235,0.97880805,0.7640017,0.029258674,0.9686519
0.06624247,0.32732785,0.05421413,0.29982302,0.98045254
0.9909214,0.90565634,0.99798405,0.47113428,0.95570034
0.08090077,0.002479268,0.10450956,0.00020169282,0.0043845577
0.00013438042,3.3213366e-06,0.00013731731,1.8648458e-05,0.00016888932
0.9793839,0.9980977,0.8576498,0.9714351,0.991979
0.5471388,0.0032104757,0.020346671,0.0041070166,0.017528418
0.997721,0.9721726,0.9876551,0.998092,0.92341083
0.008571567,0.0017897732,0.0010163311,0.009261392,0.0028417746
0.99656653,0.9482288,0.9942799,0.9999156,0.9692126
0.91946447,0.9616676,0.737039,0.92064226,0.98741186
0.010698339,0.0052750576,0.00064666197,0.00019538314,0.040179662
0.0090154605,0.007853978,0.19264303,0.1618685,0.164113
0.29822633,0.9961047,0.61650854,0.9242844,0.99517965
0.9999989,0.7770721,0.84793514,0.8886938,0.96580404
0.0057087215,0.1949049,0.0015306862,0.00042958139,0.0028667047
0.9957063,0.99908376,0.98727864,0.96630836,0.99171865
0.024874926,0.0017336501,0.0040730787,0.00035110742,0.0011030104
0.9923686,0.99940956,0.9923272,0.9989523,0.9999718
0.005219113,0.0002589777,0.00022588107,1.3611354e-05,0.07446419
0.99981225,0.99999416,0.9948908,0.9974004,0.9814102
0.0068217055,0.00030496286,0.00063674385,9.404657e-05,0.0030233304
0.11433897,0.5864754,0.086766295,0.6848041,0.058317225
0.9837812,0.8549738,0.77347296,0.027645847,0.9555311
0.88568604,0.9906503,0.999421,0.9385114,0.9977323
0.10105607,0.09627561,0.050081912,0.00029300665,0.015372933
0.8319835,0.9978168,0.99996305,0.89316887,0.91461885
0.008339646,0.015458457,0.03906831,0.0004555193,0.005908724
0.060970474,0.0026515434,0.00015468178,0.016458146,0.0014706159
0.99145484,0.98910236,0.9189244,0.97261125,0.999634
0.035321414,0.00017848103,0.0050793164,0.0021382326,0.0034723913
0.93387973,0.99782795,0.9481882,0.99856836,0.99949324
0.0012011388,0.017725594,0.0055783032,0.0012023499,0.016073989
0.96177423,0.9640716,0.8443045,0.98879445,0.99909407
0.99999267,0.987622,0.9442962,0.95889163,0.99890876
0.0009498306,0.00036219144,0.00023894188,0.00028334607,0.002991166
0.7725244,0.6643125,0.88196963,0.6681289,0.9361816
0.66421545,0.064494565,0.55881405,0.94787264,0.49761873
0.583347,0.24160469,0.9755567,0.18419841,0.7744703
0.0046356437,0.0009338791,0.0039651976,0.00077613955,0.055428233
0.97881675,0.9943577,0.8627093,0.91858315,0.9931825
0.0044757742,0.0005381005,0.004583679,0.0008502043,0.002409588
0.008570307,0.024997015,0.0070630265,0.0002196208,0.01055899
0.7261425,0.9929711,0.77420056,0.9910439,0.9994999
0.89127415,0.9033536,0.83405286,0.96660966,0.9971851
0.29371473,0.38910517,0.114992976,0.01928155,0.5562346
0.66848385,0.019294566,0.011342908,0.006332723,0.12560824
0.98587084,0.966399,0.34933683,0.99576676,0.931508
0.005753099,0.001910115,0.26861322,0.007680434,0.76383543
0.9401722,0.89102536,0.9737922,0.45306575,0.91342837
0.9996286,0.97941256,0.9269996,0.6813759,0.77358717
0.018007088,0.007988906,0.002173102,0.011342342,0.058643814
0.99950075,0.9999554,0.99908775,0.9913586,0.9998471
0.009415382,0.00024910475,0.00019091547,2.7444383e-05,3.512624e-05
0.005487835,0.00016095431,0.0029205019,2.2281365e-05,0.004943834
0.91819614,0.9619489,0.9999939,0.9518114,0.999701
0.9389535,0.9671841,0.81911635,0.9789969,0.98295975
0.14500399,0.22726713,0.38074657,0.037874516,0.037929237
0.020244109,0.07249073,0.21540076,0.02601942,0.056173973
0.95465374,0.13716717,0.8625633,0.9995824,0.9947366
0.977549,0.9536743,0.9880893,0.99343926,0.998679
0.0014296242,4.0496405e-05,0.007914863,8.385047e-05,0.0012493286
0.01979531,0.07760402,0.008090955,0.0138876205,0.022152346
0.9986853,0.94487077,0.99816555,0.9999945,0.9864491
0.84396744,0.9821257,0.9903772,0.9921759,0.9999544
0.0032465993,0.08507301,0.0051603275,3.688833e-06,0.0053070756
0.29505458,0.50754166,0.20960848,0.8964703,0.99509275
0.8747196,0.43520477,0.4140294,0.04578696,0.83008003
0.0023379293,0.0007311953,0.00027999762,0.0056555034,0.0032085122
0.95330656,0.9784802,0.8662371,0.99629223,0.9927848
0.8404403,0.9874363,0.96956,0.51192063,0.9974451
0.2490233,4.1212293e-06,0.00010769099,1.3742463e-05,0.001083132
0.61616445,0.13934189,0.4987226,0.27233875,0.14786415
0.88023037,0.40627944,0.7795521,0.4842656,0.0717318
0.0032798077,2.152808e-05,0.30491897,4.4146154e-06,0.0017804404
0.97534835,0.9829508,0.9965248,0.32142687,0.99734056
0.99096906,0.9815019,0.99760497,0.9959611,0.9775567
0.008065134,0.0025087101,0.0076584136,3.171312e-05,0.008328194
0.5125344,0.9682164,0.981656,0.19295809,0.7773979
0.09332438,0.18735227,0.14612068,0.11099787,0.0051570903
0.9993952,0.8692298,0.18021019,0.9129316,0.7691939
0.01137884,0.0037610573,0.0029467554,4.356159e-05,0.013624096
0.023194173,0.0004083299,0.33058614,5.2355863e-06,0.0005714587
0.87313366,0.9638603,0.99994487,0.9997086,0.83548087
0.8237952,0.93381244,0.9328899,0.9275764,0.9882517
0.42934367,0.008950399,0.0038182195,0.002941077,0.0032377033
0.9918364,0.91620445,0.6156945,0.9356376,0.94107234
0.021213053,0.15914288,0.0027042455,0.0009976056,0.08366466
0.60510325,0.42110193,0.020349508,0.021847185,0.33657172
0.9204951,0.959305,0.54687446,0.68355507,0.98424786
0.0046548955,0.00019678516,0.0013878339,0.008724736,0.0032301885
0.9814511,0.66414326,0.9860004,0.99527615,0.99888515
0.9848813,0.9343561,0.76076907,0.9556843,0.99623805
0.09450363,0.0004349339,0.0012020271,0.0027529032,0.031269524
0.013877045,0.0033528544,0.053582203,0.00013009012,0.0034139617
0.7502642,0.91078067,0.99247223,0.046063982,0.9930779
0.95597893,0.9835123,0.9185025,0.9898673,0.99912196
0.0054901307,0.011861758,0.00011555239,0.0006401147,0.019473132
0.9991471,0.9845844,0.9991688,0.99997133,0.9993008
0.007407224,0.0017691609,0.0009707351,3.2487453e-06,0.008921775
0.0020708682,0.0062024007,0.01570133,0.040551387,0.0016475503
0.99953777,0.99467593,0.99309015,0.9989835,0.9960297
0.009921325,0.0096581,0.0022396785,8.162769e-05,0.035584144
0.998932,0.96671796,0.99762255,0.9620841,0.9999215
0.99999976,0.9946061,0.95043814,0.9659005,0.9713412
0.016255716,0.13582546,0.0076042283,0.5238733,0.004444251
0.00082586403,0.014141461,0.0024491616,0.21072644,0.04064664
0.69352597,0.9955353,0.997382,0.99877656,0.99092263
0.18683401,0.18332544,0.06598261,0.02493528,0.8680101
0.34624588,0.11985955,0.9579326,0.75124013,0.98761255
0.9996966,0.9913017,0.9993047,0.9991396,0.98757094
0.023704773,0.22809044,0.0040505603,0.0003545724,0.0024444018
0.007942513,0.0009216883,0.00045476283,0.00012825768,0.0019270878
0.9999995,0.99815893,0.7293525,0.95947254,0.99973726
0.9852859,0.97463053,0.9594109,0.9641997,0.99384195
0.007232774,0.003236111,0.09975423,0.006085189,0.001977569
0.9852859,0.97463053,0.9594109,0.9641997,0.99384195
0.007232774,0.003236111,0.09975423,0.006085189,0.001977569
0.9781865,0.6470949,0.9599337,0.8310266,0.95475286
0.11993257,0.7966167,0.7538025,0.77392095,0.9844552
0.3832521,0.5396123,0.02301644,0.024480507,0.025456877
0.9349088,0.006591048,0.73114115,0.90110505,0.9621578
0.923571,0.13385276,0.2310653,0.26377174,0.9975418
0.62111473,0.6696369,0.41758117,0.94596386,0.95374656
0.04160304,0.0750526,0.19602467,0.21185443,0.18565634
0.99983776,0.5709863,0.7592346,0.9580249,0.99572045
0.9999017,0.9950034,0.909447,0.99972636,0.9997656
0.16963483,0.00023420638,0.00010047812,0.00072318397,0.00058138365
0.9387181,0.93334013,0.8513213,0.9656865,0.98705125
0.9052839,0.18355155,0.019321933,0.065068245,0.62998086
0.011380175,0.0006838851,0.001028634,0.0024415047,0.015368819
0.90578073,0.9915464,0.9602784,0.9975139,0.9976283
0.9996765,0.97622144,0.9412384,0.9996743,0.9996366
0.0049914573,0.0055212136,0.0030116232,6.907618e-05,0.0059647122
0.9784689,0.9887042,0.36955342,0.99283767,0.99102396
0.00039816072,0.01877132,0.00041118904,0.00011643081,0.00473625
0.9996306,0.96250343,0.8195363,0.95818067,0.71623576
0.014787721,0.0030136583,0.00048808134,0.00014317615,0.00042399895
0.9999997,0.87630904,0.9980022,0.9402777,0.99340594
0.015239875,0.00096197426,0.00020681137,0.005947629,0.00884205
0.0015956456,1.7510454e-05,0.00020199535,4.840834e-05,0.004018442
0.99881166,0.98518735,0.9845662,0.95718056,0.99750656
0.6161656,0.99431264,0.9939499,0.27943859,0.78732157
0.013416378,0.0047209207,0.011732602,0.00085065403,0.08228555
0.99653673,0.9996987,0.8764664,0.9999912,0.9999891
0.0014534434,0.0002173108,0.00072497467,0.0004515002,0.0047191083
0.8346998,0.9647428,0.8513088,0.105715625,0.58600044
0.044413056,0.56978554,0.69048667,0.008716056,0.96591496
0.99999976,0.98541665,0.9803075,0.98734814,0.9747772
0.006659235,0.0160707,0.0046399673,0.010699692,0.009571141
0.00043365816,6.8638525e-05,0.0035972858,0.0031716153,0.0057441457
0.9999142,0.9981068,0.5512524,0.99704504,0.99579895
0.0076532904,0.00014618758,0.00018735083,0.00011030531,0.010757842
0.9995916,0.99993056,0.95361656,0.99983317,0.9983701
0.022750631,0.011315989,0.09585831,0.0022836686,0.013914405
0.85503405,0.9983242,0.9534229,0.99114275,0.94487435
0.9912816,0.9930931,0.81048244,0.99993414,0.9675086
0.017886225,0.09253307,0.039796382,0.00049725594,0.0032764582
0.005176802,0.000563491,0.00036708705,0.0025303725,0.016670989
0.9997368,0.86123586,0.99544376,0.99961936,0.9942639
0.6384927,0.11169078,0.7440828,0.10709047,0.05852532
0.9794169,0.4889156,0.95500875,0.8013655,0.9475336
0.039494783,0.0010444204,0.009311601,0.01769859,0.008770072
0.9962594,0.9898114,0.98263216,0.9998138,0.989761
0.7732437,0.9767242,0.6111594,0.7980503,0.99671495
0.040709216,0.0005697137,0.0003429217,5.9599763e-05,0.0047653094
0.99999964,0.98013943,0.99011594,0.99991506,0.9897663
0.0005787035,2.0737712e-05,0.00033317838,0.13264634,0.00067033485
0.9999978,0.9949226,0.80686206,0.99973047,0.99996173
0.0007254238,7.3130636e-06,3.370992e-05,2.676198e-05,0.0045553874
0.9051537,0.90343523,0.6849145,0.9802858,0.9817084
0.0030201213,8.205654e-05,0.0009897627,0.0010002061,0.00058867445
0.001414325,0.0009139003,0.0008704653,5.372183e-05,0.0022426923
0.9997975,0.9606491,0.9467995,0.9996277,0.9987571
0.07218222,0.15956314,0.0059320787,0.0043877703,0.0035547565
0.88357216,0.8445115,0.57101184,0.93788975,0.8470796
0.90626705,0.93340176,0.86273015,0.8852954,0.89278394
0.042959325,0.25776756,0.5173658,0.008211488,0.045929626
0.007549745,0.008128264,0.002845122,0.00010974442,0.03144213
0.99832606,0.99931437,0.9810026,0.9933496,0.9999635
0.27451643,0.7225953,0.28455,0.2041892,0.89680845
0.09120234,0.033261873,0.02340606,0.004863975,0.46863204
0.9558281,0.99113214,0.9931035,0.90031934,0.99993134
0.025189038,1.5225397e-06,0.013470855,2.3359134e-07,0.00025585564
0.987665,0.9971425,0.9995045,0.95947105,0.9999925
0.0025255173,0.00030066824,7.050279e-05,5.1110248e-05,0.003910995
0.99981624,0.94331217,0.8759869,0.89886457,0.9925086
0.54182047,0.89114475,0.867144,0.0031028194,0.010570639
4.266301e-05,0.0053254114,4.244778e-06,2.1796407e-06,0.00024702857
0.9998438,0.9993544,0.9861976,0.9878175,0.98038906
0.9999987,0.9997773,0.9929954,0.99910885,0.7012836
0.00071227393,0.00019864524,0.00018410185,2.472694e-05,8.780843e-05
0.10581193,4.3366035e-05,0.007140906,4.751665e-05,0.0019258455
0.99999934,0.99665,0.9837664,0.80335677,0.9997561
0.9755689,0.9601756,0.9998075,0.9769528,0.99979556
0.0072732023,0.00033560154,0.0038787613,0.00014019535,0.30416209
0.94209325,0.81623346,0.92437,0.9240593,0.9578609
0.049270973,0.0019942618,0.01898001,0.005699956,0.014830694
0.96875256,0.9758159,0.75452566,0.92169195,0.98950464
0.003871608,0.012903086,0.01628347,5.724931e-05,0.0007193095
0.94774395,0.9614795,0.9038347,0.9987383,0.9824387
0.008654408,0.00013508329,4.721618e-05,0.00010617788,0.00055384
0.017826,0.9136314,0.3200383,0.7945565,0.68480295
0.8628703,0.9306182,0.68475515,0.61158967,0.38883126
0.005045888,0.001347755,0.007268941,0.0096351,0.0008461169
0.8506893,0.97247463,0.7947593,0.91390437,0.98779875
0.19869411,0.5347538,0.43941116,0.1543704,0.79905695
0.86060405,0.9547612,0.5191861,0.53393024,0.89607
0.008939269,0.0022968976,0.0007137361,0.00039939885,0.025948195
1.0,0.8250811,0.9981612,0.9999758,0.9987552
0.7067756,0.9805843,0.81973994,0.8381259,0.99849194
0.06632618,0.13760553,0.054955665,0.10062961,0.019372698
0.014415312,0.00019831654,0.0018718507,0.25824618,0.027289676
0.8743895,0.46283677,0.99940395,0.91021407,0.76109743
0.9976269,0.88338506,0.9807815,0.9778591,0.93441105
0.5668336,0.0020011703,0.006309409,0.0009725981,0.0026880621
0.0027697722,0.002469061,0.003331315,3.8381182e-05,0.01011803
0.9513115,0.9930973,0.99998,0.9998772,0.99774134
0.0058329524,0.024482643,0.06432384,0.0017209935,0.08283606
0.99942195,0.9993342,0.9402104,0.95061177,0.99298257
0.99952126,0.9789992,0.8816284,0.97243917,0.9979509
0.103352904,0.00066596444,0.007218531,0.01282617,0.22772358
0.9458493,0.995773,0.99702847,0.959555,0.79061323
0.09519256,0.0073489216,0.01826056,0.014043582,0.0034763834
0.9938148,0.9888302,0.9930168,0.9867085,0.97874886
0.008476991,0.0008509329,0.0043701143,7.314643e-05,0.0037025958
0.9999603,0.99951893,0.9847272,0.98413485,0.989856
0.0029163947,0.0026729412,0.002462098,0.0018596399,0.039308682
0.99999315,0.96491355,0.9583721,0.99688137,0.97526354
0.010976186,0.058679413,0.0012570365,0.01809157,0.034851834
0.8203425,0.69685215,0.17303678,0.21526514,0.887196
0.9204742,0.9266132,0.28806844,0.9256518,0.88836724
0.86011565,0.83055604,0.5649042,0.07727813,0.8468344
0.0628484,0.9525153,0.71380234,0.2238961,0.64556146
0.95772654,0.9998083,0.9992478,0.73560137,0.9957509
0.0020308855,0.0014681568,0.011033793,0.012694953,0.0012921779
0.89510566,0.12416715,0.058450993,0.82740206,0.6504186
0.7143354,0.6640023,0.9390589,0.6199508,0.7509448
0.67669654,0.9874062,0.28447077,0.6333857,0.85276383
0.79299223,0.7783315,0.8161785,0.5355516,0.7509197
0.13602383,0.04717447,0.22398889,0.45106274,0.7897204
0.2311329,0.22125499,0.80538213,0.7748149,0.042899523
0.8843886,0.96635586,0.8779497,0.5509059,0.98563826
0.0051435726,0.05077674,0.079787806,0.0030612797,0.025562814
0.9703345,0.9779409,0.9985746,0.99470544,0.98432285
0.0017794162,0.0039387224,0.015068516,0.011590422,0.010522977
0.9965611,0.999492,0.9756102,0.06451085,0.97952944
0.13127588,0.1401021,0.13423103,0.10377271,0.20155014
0.0016313532,1.2661576e-05,3.8752055e-06,1.9816238e-05,0.0010762864
0.9999448,0.9781491,0.9943382,0.9981248,0.99653727
0.0010230908,0.00046451538,0.00061969983,1.9296529e-05,0.013059927
0.9902239,0.99021125,0.9993421,0.9996555,0.9970524
0.18370892,0.0021935555,0.1623697,2.1045502e-05,0.0011247505
0.99699813,0.99342,0.9782766,0.99812365,0.9769267
0.7612947,0.9853623,0.9870928,0.987044,0.9991175
0.012503239,0.00031723315,0.0029993039,0.00014896314,0.3738161
0.99972296,0.97356355,0.993336,0.99702936,0.98921245
0.0060757142,0.013136792,0.008252048,0.0024659648,0.0062425807
0.6336091,0.9996683,0.15514441,0.4482183,0.747691
0.070763364,0.58024037,0.5872865,0.02758224,0.072919935
0.9347636,0.99727815,0.9986056,0.9335669,0.9997603
0.039518468,0.0015930808,0.0664837,0.0002594401,0.011033064
0.5081009,0.67620456,0.7487162,0.4626553,0.60820144
0.2571948,0.24634019,0.51589274,0.010537163,0.22407062
0.94322443,0.9684452,0.9790345,0.9955181,0.9945664
0.010161741,0.0022756942,0.59519064,0.015429665,0.019983962
0.72522104,0.15900482,0.15622899,0.24237898,0.15754601
0.9278811,0.54155207,0.93629855,0.46942317,0.5146817
0.9204274,0.5692517,0.57391304,0.6138509,0.9364815
0.77489626,0.025501668,0.192045,0.019484898,0.09060891
0.28226027,0.14826667,0.027242389,0.5012214,0.2521671
0.8864113,0.6467385,0.5926209,0.9219441,0.5908365
0.02197269,0.22933239,0.09800783,0.023596944,0.37633592
0.9903656,0.55156785,0.65966594,0.08442227,0.99867874
1.0,0.98510796,0.8070022,0.87496656,0.9855572
0.028740482,0.0012715287,0.00301585,0.0006051196,0.0057402337
0.86006916,0.994652,0.9812469,0.99953264,0.8324706
0.007195242,0.00045019866,0.030886274,0.19635944,0.23085658
0.570558,0.013294877,0.4292639,0.00071941473,0.046645492
0.9014205,0.9793261,0.9546534,0.59958816,0.97429407
0.94708616,0.98964655,0.9872941,0.9982416,0.9298961
0.010386972,0.0026567439,0.001909786,0.00027192195,0.0047002253
0.016649479,0.0133454,0.08203536,4.1007206e-05,0.027730005
0.8492626,0.50930315,0.62396383,0.96202725,0.9236071
0.6623216,0.0056692413,0.017798329,0.0021314237,0.65608746
0.98096496,0.95939386,0.98625165,0.9974814,0.99825835
0.9966883,0.97197235,0.95083314,0.99457055,0.99630934
0.0038183916,0.0020720256,0.00018408362,2.068462e-05,0.002050171
0.0038598327,0.0014016965,0.0002021732,0.0009100522,0.03478595
0.92713404,0.98791826,0.9820977,0.9692529,0.99996775
0.55620027,0.7840093,0.94524145,0.9797483,0.9517774
0.00073838106,0.02520495,0.00024012077,0.008616264,0.09958243
